PMID	Title	Authors	Citation	First Author	Journal/Book	Publication Year	Create Date	PMCID	NIHMS ID	DOI	InEmbaseResults?
22835671	"Identifying the etiology of a ""finger-like"" structure inside the left ventricle using cardiac magnetic resonance"	"Mousa TM, Leung A, Akinboboye O, Kerwin TC, Buda AJ."	J Am Coll Cardiol. 2012 Jul 31;60(5):431. doi: 10.1016/j.jacc.2011.12.058.	Mousa TM	J Am Coll Cardiol	2012	7/28/12			10.1016/j.jacc.2011.12.058	FALSE
18061763	How to perform a feasibility study and market analysis to determine if an ancillary service makes sense	Brockman K.	"Orthop Clin North Am. 2008 Jan;39(1):5-9, v. doi: 10.1016/j.ocl.2007.09.004."	Brockman K	Orthop Clin North Am	2008	12/7/07			10.1016/j.ocl.2007.09.004	FALSE
23458175	Identification of perirenal or renal splenosis from undetermined masses: case report and review of the literature	"Cho SG, Yi JH, Kim MY, Kim YH, Han SW, Kim HJ."	Clin Nephrol. 2014 Oct;82(4):263-7. doi: 10.5414/CN107890.	Cho SG	Clin Nephrol	2014	3/6/13			10.5414/CN107890	TRUE
22111394	Focal thyroid incidentalomas identified with whole-body FDG-PET warrant further investigation	"Prichard RS, Cotter M, Evoy D, Gibbons D, Collins C, McDermott E, Skehan S."	Ir Med J. 2011 Jun;104(6):177-9.	Prichard RS	Ir Med J	2011	11/25/11				FALSE
26990969	Economic evaluation of a computed tomography directed referral strategy for chronic rhinosinusitis	"Kilty SJ, Leung R, Rudmik L."	Clin Otolaryngol. 2016 Dec;41(6):782-787. doi: 10.1111/coa.12650. Epub 2016 Mar 29.	Kilty SJ	Clin Otolaryngol	2016	3/19/16			10.1111/coa.12650	TRUE
18305991	Thyroid incidentaloma: an evidence-based assessment of management strategy	"Gough J, Scott-Coombes D, Fausto Palazzo F."	World J Surg. 2008 Jul;32(7):1264-8. doi: 10.1007/s00268-008-9503-2.	Gough J	World J Surg	2008	2/29/08			10.1007/s00268-008-9503-2	FALSE
23433131	Is cystoscopy indicated for incidentally identified bladder wall thickening?	"McPartlin DS, Klausner AP, Nottingham CU, Wolters JP, Petrossian A, Carucci LR, Grob BM."	Can J Urol. 2013 Feb;20(1):6615-9.	McPartlin DS	Can J Urol	2013	2/26/13				TRUE
27406099	Inpatient gradual diagnostics and its relevance for determining treatment strategies in lumbar back pain	"Hofmann UK, Gesicki M, Mittag F."	BMC Musculoskelet Disord. 2016 Jul 12;17:275. doi: 10.1186/s12891-016-1153-1.	Hofmann UK	BMC Musculoskelet Disord	2016	7/14/16	PMC4941012		10.1186/s12891-016-1153-1	FALSE
23897338	Effectiveness and safety of independent pediatric nurse practitioners in evaluating plagiocephaly	"Kuang AA, Bergquist C, Crupi L, Oliverio M, Selden NR."	Plast Reconstr Surg. 2013 Aug;132(2):414-418. doi: 10.1097/PRS.0b013e3182958a89.	Kuang AA	Plast Reconstr Surg	2013	7/31/13			10.1097/PRS.0b013e3182958a89	TRUE
29725694	Small high-signal lesions posterior to the intracranial vertebral artery incidentally identified by 3D FLAIR: retrospective study of 127 patients	"Kogue R, Maeda M, Umino M, Tsuchiya K, Sakuma H."	Neuroradiology. 2018 Jun;60(6):591-597. doi: 10.1007/s00234-018-2027-z. Epub 2018 May 3.	Kogue R	Neuroradiology	2018	5/5/18			10.1007/s00234-018-2027-z	TRUE
28325786	Impact on Hospital Resources of Systematic Evaluation and Management of Suspected Nonaccidental Trauma in Patients Less Than 4 Years of Age	"Pflugeisen BM, Escobar MA, Haferbecker D, Duralde Y, Pohlson E."	Hosp Pediatr. 2017 Apr;7(4):219-224. doi: 10.1542/hpeds.2016-0157. Epub 2017 Mar 21.	Pflugeisen BM	Hosp Pediatr	2017	3/23/17			10.1542/hpeds.2016-0157	FALSE
20393436	Mandibular coronoid process hyperplasia causing restricted mouth opening	"Vaidhyanath R, Raj V."	Br J Hosp Med (Lond). 2010 Apr;71(4):229. doi: 10.12968/hmed.2010.71.4.47519.	Vaidhyanath R	Br J Hosp Med (Lond)	2010	4/16/10			10.12968/hmed.2010.71.4.47519	TRUE
20969508	"Adrenal lesion frequency: A prospective, cross-sectional CT study in a defined region, including systematic re-evaluation"	"Hammarstedt L, Muth A, Wängberg B, Björneld L, Sigurjónsdóttir HA, Götherström G, Almqvist E, Widell H, Carlsson S, Ander S, Hellström M; Adrenal Study Group of Western Sweden."	Acta Radiol. 2010 Dec;51(10):1149-56. doi: 10.3109/02841851.2010.516016. Epub 2010 Oct 25.	Hammarstedt L	Acta Radiol	2010	10/26/10			10.3109/02841851.2010.516016	TRUE
17154106	Malpractice alert. If a colleague is careless	Shore EE.	Med Econ. 2006 Nov 3;83(21):34.	Shore EE	Med Econ	2006	12/13/06				TRUE
25473200	Extensive calcifications in portal venous system in a patient with hepatocarcinoma	"Wang CE, Sun CJ, Huang S, Wang YH, Xie LL."	World J Gastroenterol. 2014 Nov 21;20(43):16377-80. doi: 10.3748/wjg.v20.i43.16377.	Wang CE	World J Gastroenterol	2014	12/5/14	PMC4239534		10.3748/wjg.v20.i43.16377	FALSE
37150665	"Extent of thyroidectomy: When should hemithyroidectomy be performed? Recommendations from the Francophone Association for Endocrine Surgery, the French Society of Endocrinology and the French Society of Nuclear Medicine"	"Deguelte S, Colas PA, Guerin C, Leboulleux S, Najah H, Lifante JC."	J Visc Surg. 2023 Jun;160(3S):S69-S78. doi: 10.1016/j.jviscsurg.2023.04.011. Epub 2023 May 5.	Deguelte S	J Visc Surg	2023	5/7/23			10.1016/j.jviscsurg.2023.04.011	TRUE
23785427	Evaluation of a theory-informed implementation intervention for the management of acute low back pain in general medical practice: the IMPLEMENT cluster randomised trial	"French SD, McKenzie JE, O'Connor DA, Grimshaw JM, Mortimer D, Francis JJ, Michie S, Spike N, Schattner P, Kent P, Buchbinder R, Page MJ, Green SE."	PLoS One. 2013 Jun 13;8(6):e65471. doi: 10.1371/journal.pone.0065471. Print 2013.	French SD	PLoS One	2013	6/21/13	PMC3681882		10.1371/journal.pone.0065471	FALSE
30724715	Non-clinical determinants of Medevacs in Nunavut: perspectives from northern health service providers and decision-makers	"McDonnell L, Lavoie JG, Healy G, Wong S, Goulet S, Clark W."	Int J Circumpolar Health. 2019 Dec;78(1):1571384. doi: 10.1080/22423982.2019.1571384.	McDonnell L	Int J Circumpolar Health	2019	2/7/19	PMC6366434		10.1080/22423982.2019.1571384	FALSE
34933117	Prognostic Relevance of a Score for Identifying Diastolic Dysfunction according to the 2016 American Society of Echocardiography/European Association of Cardiovascular Imaging Recommendations in Patients with Hypertrophic Cardiomyopathy	"Saito C, Minami Y, Haruki S, Arai K, Ashihara K, Hagiwara N."	J Am Soc Echocardiogr. 2022 May;35(5):469-476. doi: 10.1016/j.echo.2021.12.006. Epub 2021 Dec 20.	Saito C	J Am Soc Echocardiogr	2022	12/21/21			10.1016/j.echo.2021.12.006	TRUE
16100947	Evidence-based recommendations for local-regional control of gastric cancer	Hundahl SA.	Cancer Invest. 2005;23(4):352-62. doi: 10.1081/cnv-58885.	Hundahl SA	Cancer Invest	2005	8/17/05			10.1081/cnv-58885	FALSE
29203433	Management of soft tissue tumors of the musculoskeletal system	"Rochwerger A, Mattei JC."	Orthop Traumatol Surg Res. 2018 Feb;104(1S):S9-S17. doi: 10.1016/j.otsr.2017.05.031. Epub 2017 Dec 2.	Rochwerger A	Orthop Traumatol Surg Res	2018	12/6/17			10.1016/j.otsr.2017.05.031	FALSE
24071622	Beyond lung cancer: a strategic approach to interpreting screening computed tomography scans on the basis of mortality data from the National Lung Screening Trial	"Chiles C, Paul NS."	J Thorac Imaging. 2013 Nov;28(6):347-54. doi: 10.1097/RTI.0000000000000052.	Chiles C	J Thorac Imaging	2013	9/28/13			10.1097/RTI.0000000000000052	TRUE
23636294	Impact of 18F-FDG-PET/CT on treatment strategy in colorectal cancer lung metastasis before lung radiofrequency ablation	"Kodama H, Yamakado K, Takaki H, Suzawa N, Yamada T, Takeda K."	Nucl Med Commun. 2013 Jul;34(7):689-93. doi: 10.1097/MNM.0b013e328361cd28.	Kodama H	Nucl Med Commun	2013	5/3/13			10.1097/MNM.0b013e328361cd28	FALSE
21619689	Applying psychological theories to evidence-based clinical practice: identifying factors predictive of lumbar spine x-ray for low back pain in UK primary care practice	"Grimshaw JM, Eccles MP, Steen N, Johnston M, Pitts NB, Glidewell L, Maclennan G, Thomas R, Bonetti D, Walker A."	Implement Sci. 2011 May 28;6:55. doi: 10.1186/1748-5908-6-55.	Grimshaw JM	Implement Sci	2011	5/31/11	PMC3125229		10.1186/1748-5908-6-55	TRUE
29607679	Time to implement a national referral pathway for suspected cauda equina syndrome: review and outcome of 250 referrals	"Hussain MM, Razak AA, Hassan SS, Choudhari KA, Spink GM."	Br J Neurosurg. 2018 Jun;32(3):264-268. doi: 10.1080/02688697.2018.1457771. Epub 2018 Apr 2.	Hussain MM	Br J Neurosurg	2018	4/3/18			10.1080/02688697.2018.1457771	TRUE
14521638	Randomized controlled trial of education and feedback for implementation of guidelines for acute low back pain	"Schectman JM, Schroth WS, Verme D, Voss JD."	J Gen Intern Med. 2003 Oct;18(10):773-80. doi: 10.1046/j.1525-1497.2003.10205.x.	Schectman JM	J Gen Intern Med	2003	10/3/03	PMC1494929		10.1046/j.1525-1497.2003.10205.x	FALSE
19875357	Bilateral partial ureteral duplication with double collecting system in horseshoe kidney	"Keskin S, Erdo_an N, Kurt A, Tan S, Ipek A."	Adv Med Sci. 2009;54(2):302-4. doi: 10.2478/v10039-009-0025-4.	Keskin S	Adv Med Sci	2009	10/31/09			10.2478/v10039-009-0025-4	FALSE
33305100	"The Impact of (18)F-DCFPyL PET-CT Imaging on Initial Staging, Radiation, and Systemic Therapy Treatment Recommendations for Veterans With Aggressive Prostate Cancer"	"Parikh NR, Tsai S, Bennett C, Lewis M, Sadeghi A, Lorentz W, Cheung M, Garraway I, Aronson W, Kishan AU, Bahri S, Vahidi K, Calais J, Ishimitsu D, Rettig M, Nickols NG, Jafari L."	Adv Radiat Oncol. 2020 Sep 9;5(6):1364-1369. doi: 10.1016/j.adro.2020.08.014. eCollection 2020 Nov-Dec.	Parikh NR	Adv Radiat Oncol	2020	12/11/20	PMC7718503		10.1016/j.adro.2020.08.014	FALSE
29531788	"Imaging in diagnosis, outcome prediction and monitoring of large vessel vasculitis: a systematic literature review and meta-analysis informing the EULAR recommendations"	"Duftner C, Dejaco C, Sepriano A, Falzon L, Schmidt WA, Ramiro S."	RMD Open. 2018 Feb 2;4(1):e000612. doi: 10.1136/rmdopen-2017-000612. eCollection 2018.	Duftner C	RMD Open	2018	3/14/18	PMC5845406		10.1136/rmdopen-2017-000612	FALSE
29808642	Adrenal incidentaloma: differential diagnosis and management strategies	"Morelli V, Palmieri S."	Minerva Endocrinol. 2019 Mar;44(1):4-18. doi: 10.23736/S0391-1977.18.02868-7. Epub 2018 May 28.	Morelli V	Minerva Endocrinol	2019	5/30/18			10.23736/S0391-1977.18.02868-7	FALSE
30187517	Pediatric Nasogastric Tube Placement and Verification: Best Practice Recommendations From the NOVEL Project	"Irving SY, Rempel G, Lyman B, Sevilla WMA, Northington L, Guenter P; American Society for Parenteral and Enteral Nutrition."	Nutr Clin Pract. 2018 Dec;33(6):921-927. doi: 10.1002/ncp.10189. Epub 2018 Sep 6.	Irving SY	Nutr Clin Pract	2018	9/7/18			10.1002/ncp.10189	TRUE
37173872	"Recommendations for Improvement of Equity, Diversity, and Inclusion in the CaRMs Selection Process"	"Taylor J, Sharma S, Supersad A, Miller E, Lebel K, Zabihaylo J, Glanc P, Doria AS, Cashin P, Hillier T, Yong-Hing CJ."	Can Assoc Radiol J. 2023 Nov;74(4):624-628. doi: 10.1177/08465371231174897. Epub 2023 May 12.	Taylor J	Can Assoc Radiol J	2023	5/13/23			10.1177/08465371231174897	TRUE
12218975	Has endovascular surgery reduced the number of open vascular operations performed by an established surgical practice?	"Sullivan TM, Taylor SM, Blackhurst DW, Langan EM 3rd, Cull DL, Carsten CG 3rd, Gray BH, Snyder BA, Youkey JR."	J Vasc Surg. 2002 Sep;36(3):514-9. doi: 10.1067/mva.2002.127341.	Sullivan TM	J Vasc Surg	2002	9/10/02			10.1067/mva.2002.127341	FALSE
8658989	Guidelines for lumbar spine radiography in acute low back pain: effect of implementation in an accident and emergency department	"Tracey NG, Martin JB, McKinstry CS, Mathew BM."	Ulster Med J. 1994 Apr;63(1):12-7.	Tracey NG	Ulster Med J	1994	4/1/94	PMC2449101			TRUE
25383780	"Implementing direct access to low-dose computed tomography in general practice--method, adaption and outcome"	"Guldbrandt LM, Rasmussen TR, Rasmussen F, Vedsted P."	PLoS One. 2014 Nov 10;9(11):e112162. doi: 10.1371/journal.pone.0112162. eCollection 2014.	Guldbrandt LM	PLoS One	2014	11/11/14	PMC4226510		10.1371/journal.pone.0112162	FALSE
17608754	Colorectal tubulovillous adenomas identified on fluoro-2-deoxy-d-glucose positron emission tomography/computed tomography scans	"Hemandas AK, Robson NK, Hickish T, Talbot RW."	Colorectal Dis. 2008 May;10(4):386-9. doi: 10.1111/j.1463-1318.2007.01261.x. Epub 2007 Jun 30.	Hemandas AK	Colorectal Dis	2008	7/5/07			10.1111/j.1463-1318.2007.01261.x	TRUE
36943477	Impact of prostate MRI central review over the diagnostic performance of MRI-targeted biopsy: should we routinely ask for an expert second opinion?	"Stabile A, Sorce G, Barletta F, Brembilla G, Mazzone E, Pellegrino F, Cannoletta D, Cirulli GO, Gandaglia G, De Cobelli F, Montorsi F, Briganti A."	World J Urol. 2023 Nov;41(11):3231-3237. doi: 10.1007/s00345-023-04365-4. Epub 2023 Mar 21.	Stabile A	World J Urol	2023	3/21/23			10.1007/s00345-023-04365-4	TRUE
24146767	Economic evaluation of active implementation versus guideline dissemination for evidence-based care of acute low-back pain in a general practice setting	"Mortimer D, French SD, McKenzie JE, O'Connor DA, Green SE."	PLoS One. 2013 Oct 11;8(10):e75647. doi: 10.1371/journal.pone.0075647. eCollection 2013.	Mortimer D	PLoS One	2013	10/23/13	PMC3795707		10.1371/journal.pone.0075647	TRUE
30118667	Are Emergency Medicine Physicians Able to Determine the Need for Computed Tomography and Specialist Consultation in Odontogenic Maxillofacial Infections?	"Christensen BJ, Park EP, Nelson S, King BJ."	J Oral Maxillofac Surg. 2018 Dec;76(12):2559-2563. doi: 10.1016/j.joms.2018.07.015. Epub 2018 Jul 24.	Christensen BJ	J Oral Maxillofac Surg	2018	8/18/18			10.1016/j.joms.2018.07.015	FALSE
27912798	Bilateral anomalous drainage of the posterior divisions of renal veins into the azygos venous system in a 20-year-old woman: a case report	"Pallangyo P, Lyimo F, Nicholaus P, Masatu S, Janabi M."	J Med Case Rep. 2016 Dec 3;10(1):344. doi: 10.1186/s13256-016-1134-x.	Pallangyo P	J Med Case Rep	2016	12/4/16	PMC5135777		10.1186/s13256-016-1134-x	FALSE
19813075	Concomitant rectal cancer and abdominal aortic aneurysm: a management strategy	"Ward AS, Deans A, Moran BJ."	Tech Coloproctol. 2009 Dec;13(4):323-5. doi: 10.1007/s10151-009-0542-y. Epub 2009 Oct 8.	Ward AS	Tech Coloproctol	2009	10/9/09			10.1007/s10151-009-0542-y	FALSE
37620113	"Imaging in diagnosis, monitoring and outcome prediction of large vessel vasculitis: a systematic literature review and meta-analysis informing the 2023 update of the EULAR recommendations"	"Bosch P, Bond M, Dejaco C, Ponte C, Mackie SL, Falzon L, Schmidt WA, Ramiro S."	RMD Open. 2023 Aug;9(3):e003379. doi: 10.1136/rmdopen-2023-003379.	Bosch P	RMD Open	2023	8/24/23	PMC10450079		10.1136/rmdopen-2023-003379	TRUE
39324997	Diagnostic performance of simultaneous PET-MR versus PET-CT in oncology with an overview on clinical utility and referral pattern of PET-MR: a single institutional study	"Palaniswamy SS, Subramanyam P."	Nucl Med Commun. 2024 Dec 1;45(12):1022-1032. doi: 10.1097/MNM.0000000000001900. Epub 2024 Nov 5.	Palaniswamy SS	Nucl Med Commun	2024	9/26/24			10.1097/MNM.0000000000001900	TRUE
29025775	A unique case of nephrogenic systemic fibrosis from gadolinium exposure in a patient with normal eGFR	"Lohani S, Golenbiewski J, Swami A, Halalau A."	BMJ Case Rep. 2017 Oct 11;2017:bcr2017221016. doi: 10.1136/bcr-2017-221016.	Lohani S	BMJ Case Rep	2017	10/14/17	PMC5652398		10.1136/bcr-2017-221016	FALSE
26405226	Knee arthroscopy: influence of systems for delivering healthcare on procedure rates	"Hamilton DF, Howie CR."	BMJ. 2015 Sep 24;351:h4720. doi: 10.1136/bmj.h4720.	Hamilton DF	BMJ	2015	9/26/15			10.1136/bmj.h4720	FALSE
9230333	Perioperative strategies in the management of carotid body tumors	"Leonetti JP, Donzelli JJ, Littooy FN, Farrell BP."	Otolaryngol Head Neck Surg. 1997 Jul;117(1):111-5. doi: 10.1016/S0194-59989770216-X.	Leonetti JP	Otolaryngol Head Neck Surg	1997	7/1/97			10.1016/S0194-59989770216-X	FALSE
28637110	Guidelines for cauda equina syndrome. Red flags and white flags. Systematic review and implications for triage	Todd NV.	Br J Neurosurg. 2017 Jun;31(3):336-339. doi: 10.1080/02688697.2017.1297364. Epub 2017 Mar 2.	Todd NV	Br J Neurosurg	2017	6/23/17			10.1080/02688697.2017.1297364	FALSE
29198819	A Day in the Life of MRI: The Variety and Appropriateness of Exams Being Performed in Canada	"Vanderby S, Badea A, Peña Sánchez JN, Kalra N, Babyn P."	Can Assoc Radiol J. 2018 May;69(2):151-161. doi: 10.1016/j.carj.2017.05.002. Epub 2017 Dec 1.	Vanderby S	Can Assoc Radiol J	2018	12/5/17			10.1016/j.carj.2017.05.002	TRUE
24411927	Current practice in the treatment of AO type 31-A2 hip fractures: does sub-specialty and experience of surgeon determine type of fixation?	"Murray DJ, Foley G, Chougle A."	Surgeon. 2014 Aug;12(4):206-9. doi: 10.1016/j.surge.2013.11.017. Epub 2014 Jan 8.	Murray DJ	Surgeon	2014	1/14/14			10.1016/j.surge.2013.11.017	TRUE
33440129	Implementation of a Lung Cancer Screening Program in Two Federally Qualified Health Centers	"Watson L, Cotter MM, Shafer S, Neloms K, Smith RA, Sharpe K."	Public Health Rep. 2021 Jul-Aug;136(4):397-402. doi: 10.1177/0033354920971717. Epub 2021 Jan 13.	Watson L	Public Health Rep	2021	1/13/21	PMC8203035		10.1177/0033354920971717	TRUE
16834866	Trauma rapid review process: efficient out-patient fracture management	"Beiri A, Alani A, Ibrahim T, Taylor GJ."	Ann R Coll Surg Engl. 2006 Jul;88(4):408-11. doi: 10.1308/003588406X106513.	Beiri A	Ann R Coll Surg Engl	2006	7/13/06	PMC1964617		10.1308/003588406X106513	FALSE
25892708	Identifying the need for a multidisciplinary approach for early recognition of mucopolysaccharidosis VI (MPS VI)	"Choy YS, Bhattacharya K, Balasubramaniam S, Fietz M, Fu A, Inwood A, Jin DK, Kim OH, Kosuga M, Kwun YH, Lin HY, Lin SP, Mendelsohn NJ, Okuyama T, Samion H, Tan A, Tanaka A, Thamkunanon V, Thong MK, Toh TH, Yang AD, McGill J."	Mol Genet Metab. 2015 May;115(1):41-7. doi: 10.1016/j.ymgme.2015.03.005. Epub 2015 Mar 26.	Choy YS	Mol Genet Metab	2015	4/21/15			10.1016/j.ymgme.2015.03.005	FALSE
28406708	Pack-Year Cigarette Smoking History for Determination of Lung Cancer Screening Eligibility. Comparison of the Electronic Medical Record versus a Shared Decision-making Conversation	"Modin HE, Fathi JT, Gilbert CR, Wilshire CL, Wilson AK, Aye RW, Farivar AS, Louie BE, Vallières E, Gorden JA."	Ann Am Thorac Soc. 2017 Aug;14(8):1320-1325. doi: 10.1513/AnnalsATS.201612-984OC.	Modin HE	Ann Am Thorac Soc	2017	4/14/17			10.1513/AnnalsATS.201612-984OC	FALSE
31292088	Prevalence of Incidentally Identified Thoracic Aortic Dilations: Insights for Screening Criteria	"Mori M, Bin Mahmood SU, Yousef S, Shioda K, Faggion Vinholo T, Mangi AA, Elefteriades JA, Geirsson A."	Can J Cardiol. 2019 Jul;35(7):892-898. doi: 10.1016/j.cjca.2019.03.023. Epub 2019 Apr 6.	Mori M	Can J Cardiol	2019	7/12/19			10.1016/j.cjca.2019.03.023	TRUE
22657111	Coronary computed tomography angiography: a practical guide to performance and interpretation	Boxt LM.	Semin Roentgenol. 2012 Jul;47(3):204-19. doi: 10.1053/j.ro.2012.01.001.	Boxt LM	Semin Roentgenol	2012	6/5/12			10.1053/j.ro.2012.01.001	FALSE
12819625	"Patient satisfaction, characteristics, radiology, and complications associated with attending a specialized government-funded multidisciplinary spinal pain unit"	"Giles LG, Muller R, Winter GJ."	J Manipulative Physiol Ther. 2003 Jun;26(5):293-9. doi: 10.1016/S0161-4754(03)00045-9.	Giles LG	J Manipulative Physiol Ther	2003	6/24/03			10.1016/S0161-4754(03)00045-9	FALSE
27921127	Pre-authorization processes have no effect on patients undergoing knee MRI in a pediatric setting when evaluated by specialists	"Pierce D, Kan JH, May M, Bisset GS."	Skeletal Radiol. 2017 Feb;46(2):171-175. doi: 10.1007/s00256-016-2509-1. Epub 2016 Dec 5.	Pierce D	Skeletal Radiol	2017	12/7/16			10.1007/s00256-016-2509-1	TRUE
31435734	Implementation of a pediatric trauma cervical spine clearance pathway	"Luehmann NC, Pastewski JM, Cirino JA, Al-Hadidi A, DeMare AM, Riggs TW, Novotny NM, Akay B."	Pediatr Surg Int. 2020 Jan;36(1):93-101. doi: 10.1007/s00383-019-04544-8. Epub 2019 Aug 21.	Luehmann NC	Pediatr Surg Int	2020	8/23/19			10.1007/s00383-019-04544-8	FALSE
15859961	Fast-track barium enema: meeting the two-week wait rule for patients with suspected colorectal cancer	"Glancy DG, Card M, Sylvester PA, Thomas MG, Durdey P, Callaway M, Virjee J."	Colorectal Dis. 2005 May;7(3):241-4. doi: 10.1111/j.1463-1318.2005.00761.x.	Glancy DG	Colorectal Dis	2005	4/30/05			10.1111/j.1463-1318.2005.00761.x	TRUE
33159560	A Multidisciplinary Lung Cancer Program: Does It Reduce Delay Between Diagnosis and Treatment?	"Albano D, Bilfinger T, Feraca M, Kuperberg S, Nemesure B."	Lung. 2020 Dec;198(6):967-972. doi: 10.1007/s00408-020-00404-8. Epub 2020 Nov 7.	Albano D	Lung	2020	11/7/20			10.1007/s00408-020-00404-8	FALSE
23092835	Prevalence and risk of cancer of thyroid incidentaloma identified by fluorine-18 fluorodeoxyglucose positron emission tomography/computed tomography	"Yang Z, Shi W, Zhu B, Hu S, Zhang Y, Wang M, Zhang J, Yao Z, Zhang Y."	J Otolaryngol Head Neck Surg. 2012 Oct;41(5):327-33.	Yang Z	J Otolaryngol Head Neck Surg	2012	10/25/12				FALSE
1975285	Effect of a new computed tomographic image transfer system on management of referrals to a regional neurosurgical service	"Lee T, Latham J, Kerr RS, Kaar G, Teddy PJ, Dobson D, Anslow P."	Lancet. 1990 Jul 14;336(8707):101-3. doi: 10.1016/0140-6736(90)91607-c.	Lee T	Lancet	1990	7/14/90			10.1016/0140-6736(90)91607-c	FALSE
31381881	Eligibility for Lung Volume Reduction Surgery in Patients With COPD Identified in a UK Primary Care Setting	"Whittaker HR, Connell O, Campbell J, Elbehairy AF, Hopkinson NS, Quint JK."	Chest. 2020 Feb;157(2):276-285. doi: 10.1016/j.chest.2019.07.016. Epub 2019 Aug 2.	Whittaker HR	Chest	2020	8/6/19			10.1016/j.chest.2019.07.016	TRUE
38011836	Performance of a Diagnostic Model for the Presence of Unruptured Intracranial Aneurysms in the General Population	"Klieverik VM, Roozenbeek B, Cras TY, Vernooij MW, Geerlings MI, Bos D, Ruigrok YM."	Cerebrovasc Dis. 2024;53(5):570-578. doi: 10.1159/000535471. Epub 2023 Nov 27.	Klieverik VM	Cerebrovasc Dis	2024	11/27/23	PMC11446332		10.1159/000535471	FALSE
19433467	Meningioma and systemic lupus erythematosus: a matter of pure coincidence?	"Castellino G, Rizzo N, Bernardi S, Trotta F, Govoni M."	Lupus. 2009 Jun;18(7):650-4. doi: 10.1177/0961203308099470.	Castellino G	Lupus	2009	5/13/09			10.1177/0961203308099470	TRUE
16861084	Removal of separated files from root canals with a new file-removal system: Case reports	"Terauchi Y, O'Leary L, Suda H."	J Endod. 2006 Aug;32(8):789-97. doi: 10.1016/j.joen.2005.12.009. Epub 2006 Jun 6.	Terauchi Y	J Endod	2006	7/25/06			10.1016/j.joen.2005.12.009	TRUE
38030850	One children's hospital planning and development process to adhere to the FDA recommendation that babies and young children undergo thyroid function testing after receiving an injection of iodine-containing contrast media for medical imaging	"Bardo DME, Samis JH, Josefson JL, Malakooti MR, Tannous P, Fox JL, Elhadary J, Eichstaedt A, Gray K, Nytko A, Rigsby CK."	Pediatr Radiol. 2024 Jan;54(1):27-33. doi: 10.1007/s00247-023-05806-3. Epub 2023 Nov 29.	Bardo DME	Pediatr Radiol	2024	11/29/23			10.1007/s00247-023-05806-3	TRUE
25109659	A simple tool to identify elderly patients with a surgically important acute subdural haematoma	"Evans JA, Bailey M, Vail A, Tyrrell PJ, Parry-Jones AR, Patel HC."	Injury. 2015 Jan;46(1):76-9. doi: 10.1016/j.injury.2014.07.009. Epub 2014 Jul 19.	Evans JA	Injury	2015	8/12/14			10.1016/j.injury.2014.07.009	TRUE
33043073	Can Autonomic Testing and Imaging Contribute to the Early Diagnosis of Multiple System Atrophy? A Systematic Review and Recommendations by the Movement Disorder Society Multiple System Atrophy Study Group	"Pellecchia MT, Stankovic I, Fanciulli A, Krismer F, Meissner WG, Palma JA, Panicker JN, Seppi K, Wenning GK; Members of the Movement Disorder Society Multiple System Atrophy Study Group."	Mov Disord Clin Pract. 2020 Sep 3;7(7):750-762. doi: 10.1002/mdc3.13052. eCollection 2020 Oct.	Pellecchia MT	Mov Disord Clin Pract	2020	10/12/20	PMC7533961		10.1002/mdc3.13052	FALSE
28795133	Performance of [(18)F]flutemetamol amyloid imaging against the neuritic plaque component of CERAD and the current (2012) NIA-AA recommendations for the neuropathologic diagnosis of Alzheimer's disease	"Salloway S, Gamez JE, Singh U, Sadowsky CH, Villena T, Sabbagh MN, Beach TG, Duara R, Fleisher AS, Frey KA, Walker Z, Hunjan A, Escovar YM, Agronin ME, Ross J, Bozoki A, Akinola M, Shi J, Vandenberghe R, Ikonomovic MD, Sherwin PF, Farrar G, Smith APL, Buckley CJ, Thal DR, Zanette M, Curtis C."	Alzheimers Dement (Amst). 2017 Jul 1;9:25-34. doi: 10.1016/j.dadm.2017.06.001. eCollection 2017.	Salloway S	Alzheimers Dement (Amst)	2017	8/11/17	PMC5536824		10.1016/j.dadm.2017.06.001	FALSE
24210193	A standardised investigative strategy prior to revisional oesophageal surgery in children: High incidence of unexpected findings	"Hall NJ, Wyatt M, Curry JI, Kiely EM."	J Pediatr Surg. 2013 Nov;48(11):2241-6. doi: 10.1016/j.jpedsurg.2013.03.051.	Hall NJ	J Pediatr Surg	2013	11/12/13			10.1016/j.jpedsurg.2013.03.051	FALSE
19962682	Early hearing detection and intervention: 2010 CODEPEH recommendation	"Trinidad-Ramos G, de Aguilar VA, Jaudenes-Casaubón C, Núñez-Batalla F, Sequí-Canet JM; Comisión para la Detección Precoz de la Hipoacusia (CODEPEH)."	Acta Otorrinolaringol Esp. 2010 Jan-Feb;61(1):69-77. doi: 10.1016/j.otorri.2009.09.008. Epub 2009 Dec 4.	Trinidad-Ramos G	Acta Otorrinolaringol Esp	2010	12/8/09			10.1016/j.otorri.2009.09.008	FALSE
24275132	CT screening for lung cancer: countdown to implementation	"Field JK, Hansell DM, Duffy SW, Baldwin DR."	Lancet Oncol. 2013 Dec;14(13):e591-600. doi: 10.1016/S1470-2045(13)70293-6.	Field JK	Lancet Oncol	2013	11/27/13			10.1016/S1470-2045(13)70293-6	TRUE
